Purchase Link,Title,Author,Publish Date,Cost,Book Types,Rating,Review Number,Synopsis
https://www.amazon.com/Lycan-Fallout-End-Mark-Tufo/dp/153487979X/ref=sr_1_47/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-47,Lycan Fallout 3:  End Of An Age (Volume 3),Mark Tufo (Author),"Jun 23, 2016",$4.99-$21.95,"Paperback, Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,179,"The Lycan King Xavier is making his final march on the embattled humans to bring on the end of one age and usher in the dawning of a new more fierce one. Where he will dominate over his subjects with an iron claw. Follow along with Michael a half-vampire, Mathieu the werewolf, Azile the Witch, Bailey the Warrior and Lana the young woman who is so much more than anyone knows, as they attempt to bring Xavier and his army to heel."
https://www.amazon.com/Dragonlings-Magical-Christmas-Valdier-Novella-ebook/dp/B0103BECB8/ref=sr_1_48/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-48,A Dragonling's Magical Christmas: A Dragonlings of Valdier Novella (Dragonlings of Valider Book 3),S.E. Smith (Author),"Jul 14, 2015",$2.99-$10.99,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,178,"USA Today Bestseller!The Valdier, Sarafin, and Curizan Lords had children who just cannot stop getting into trouble! There is nothing as cute or funny as magical, shapeshifting kids, and nothing as heartwarming as family.When Ariel mentions another human holiday, the women get excited. They arent the only ones, though. The Dragon Lords and their friends decide they want to be part of the planning this time. Things get a little out of hand when the men begin competing with each other to create the best Christmas ever for the dragonlings, Roam, and Alice. While telling the children tales of St. Nick, Rudolph, Frosty, and the Old Dragon of the Mountain, they try to light up the palace like never before and turn it into the new North Pole.Just when the women think they have everything under control, panic ignites when the children take it upon themselves to search for the legendary dragon threatening to steal the Magic of Christmas!Now, their parents are in a race to find the dragonlings before they lose them forever. Will they be able to find them and celebrate the magic of the season or will the Dragon of the Mountain keep them hidden forever?Internationally acclaimed S.E. Smith presents a new action-packed story full of mischief and adventure. Brimming with her signature humor, vivid landscapes, and beloved characters, this book is sure to be another fan favorite!Main Content: 117 (5x8) pages, 32,306 words"
https://www.amazon.com/Rebellion-After-Happened-Devon-Ford/dp/191078060X/ref=sr_1_49/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-49,Rebellion: After It Happened 6,Devon C Ford (Author),"Jun 29, 2017",$0.00-$10.86,"Paperback, Kindle Edition",4.9 out of 5 stars,176,"Set in the UK in the immediate aftermath of a mysterious illness which swept the country and left millions dead, the series follows the trials facing a reluctant hero, Dan, and the group he forms around him. They must battle the elements, find sufficient supplies and equipment to survive, and protect themselves against the most destructive force on the planet: other people. Steve, now recovered from his horrific injuries, forms a plan to restore the balance of power in their camp but his opposition is also playing a dangerous game. Meanwhile, Sanctuary reveals its secrets to Dan and the others, and they find safety and comfort behind the high walls. But safety is an illusion, and there are forces converging on them with a malevolence that they have not battled before."
https://www.amazon.com/Warrior-Men-North-Book-ebook/dp/B078T8SHBP/ref=sr_1_50/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-50,The Warrior (Men of the North Book 5),Elin Peer (Author),"Mar 27, 2018",$0.00-$17.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,176,"Even the strongest man in the world has a weak spot!Magni knows what he wants and hes used to getting it. As the second in command in the Northlands, he doesnt care that he comes across as rude or domineering. Asking for permission or apologizing for his actions is for weaker men.  Six months ago, Laura was Magnis sweet and submissive young wife. Tempted to experience the independence of women in the Motherlands, and to learn martial arts, she ran away. Now, shes back. Stronger and more confident than before. Determined not to let a man dominate her, not even the one she once fell in love with and married. Is there a way for Magni and Laura to be a couple again with her need for independence and his need for control?  And can someone as proud as Magni overcome his anger with Laura for leaving him in the first place?The Warrior is the long-awaited fifth installment in the highly praised Men of the North series. Prepare for an explosion of intense passion, deep emotions, and the fierce dialogue that always has readers raving about Elin Peers books. This Sci-fi Romance is guaranteed to make you cry, laugh, cheer, and swoon. If you're ready for Magni and Laura's story, sit back and enjoy the suspense, humor, and sizzling passion that will suck you in.Pre-sale price is $2.99 - will go up to $3.99 after release day."
https://www.amazon.com/Lies-Damned-History-Chronicles-Marys/dp/1597808741/ref=sr_1_51/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-51,"Lies, Damned Lies, and History: The Chronicles of St. Mary's Book Seven",Jodi Taylor (Author),"May 9, 2017",$4.99-$16.95,"Paperback, Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,174,"The seventh book in the bestselling British madcap time-travelling series, served with a dash of wit that seems to be everyones cup of tea.  Behind the seemingly innocuous facade of St. Marys Institute of Historical Research, a different kind of academic work is taking place. Just dont call it time travelthese historians investigate major historical events in contemporary time. And they arent your harmless eccentrics either; a more accurate description, as they ricochet around history, might be unintentional disaster-magnets. The Chronicles of St. Marys tells the chaotic adventures of Madeleine Maxwell and her compatriotsDirector Bairstow, Leon Chief Farrell, Mr. Markham, and many moreas they travel through time, saving St. Marys (too often by the very seat of their pants) and thwarting time-travelling terrorists, all the while leaving plenty of time for tea. Ive done some stupid things in my time. Ive been reckless. Ive broken a few rules. But never before have I ruined so many lives or left such a trail of destruction behind me. As Max would be the first to admit, shes never been one for rules. But in Lies, Damned Lies, and History, shes gone too far and now everyone is paying the price. Grounded until the end of time, how can she ever put things right? Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors."
https://www.amazon.com/Long-Tales-Continuing-Time-Book-ebook/dp/B004XMQXSY/ref=sr_1_52/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-52,The Long Run (Tales of the Continuing Time Book 2),Daniel Keys Moran (Author),"Apr 21, 2011",$2.50-$144.95,"Kindle Edition, Paperback, …More",5 out of 5 stars,52,"Editorial Reviews for Tales of the Continuing TimeIf Moran can keep this up, he will gift us with one of the greatest series in memory. Don't miss.""  Tom Easton, Analog""A fine, fast ride.  LocusFull of intrigue, excitingly presented against an original and well-thought out background.  AsimovsProduct DescriptionThe second volume in the science fiction epic Tales of the Continuing Time, The Long Run is set in 2069. Years after the massacre of the Castanaveras genies, Peaceforcer Elite Commander Mohammed Vance still searches for the survivors. Now the gene-altered children have come of age. Denice  the worlds most powerful telepath  and Trent the Uncatchable  hacker, thief, and revolutionary  are about to come out of hiding. The world will never be the sameAlthough Daniel Keys Morans 5-star rated paperbacks have long been out of print, hardbound limited editions are listed as high as $400. All four books in the series, Emerald Eyes, The Long Run, The Last Dancer, and the long-awaited newest installment, The AI War: The Big Boost, are now on sale as e-books."
https://www.amazon.com/Brilliant-Starlight-Dark-Planet-Warriors/dp/B07CS4B24Q/ref=sr_1_53/140-2058831-3926238?ie=UTF8&qid=1541819036&sr=1-53,"Brilliant Starlight: Dark Planet Warriors Series, Book 8","Anna Carven, Jillian Macie, Todd McLaren","May 22, 2018",$0.00-$20.95,"Audible Audiobook, Kindle Edition",4.9 out of 5 stars,168,"Abbey: We're back on Silence orbiting the Dark Planet while my husband handles unfinished business on Kythia. For some reason, he seems a little bit tense. According to Tarak, Kythian politics can be complicated. I just hope things don't get too complicated, because I don't want to be stuck here for too long. A warship isn't really the best place to raise a child."
https://www.amazon.com/Affliction-Green-Fields-Adrienne-Lecter-ebook/dp/B0757BYRT5/ref=sr_1_54/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-54,Affliction: Green Fields #7,Adrienne Lecter (Author),"Aug 29, 2017",$0.00-$21.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,165,"Something is rotten in the state of CaliforniaThe dawning civil war has ended in a truce. Scavengers and traders all over the country are settling down for the long, hard winter to come. With their new camp outside the maze of New Angeles at the coast growing every day, Bree, Nate, and the gang have their hands fullyet something is not quite right. Maybe one last run before the winter is all thats needed to cure that itch. What could possibly go wrong?Books in the series (so far): #1: Incubation #2: Outbreak #3: Escalation#4: Extinction#5: Resurgence#6: Unity#7: Affliction#8: Catharsis#9: ExodusIf you're not sure you want to embark on a journey thousands of pages long that isn't complete yet, the first six books in the series can be read as a complete set that will leave you with a satisfying ending."
https://www.amazon.com/Barren-Kelderan-Runic-Warriors-Book-ebook/dp/B0714MT49Z/ref=sr_1_55/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-55,The Barren (Kelderan Runic Warriors Book 2),Jessie Donovan (Author),"Aug 24, 2017",$4.99-$17.95,"Kindle Edition, Paperback, Audible Audiobook",5 out of 5 stars,51,"KELDERAN RUNIC WARRIORS BOOK 2Vala Yarlen is one of the Barrenan infertile female ostracized from the rest of Kelderan society with others of her kind. So when shes given the opportunity to join the new colony on a human-occupied planet, she jumps at the chance for a fresh start. The only downside is that she has to serve General Thorin Jarrell for the duration of the journey. The cool, distant male goes out of his way to show his disdain of her. But for the chance at freedom, Vala endeavors to endure.Thorin Jarrell is the general in command of the Kelderan colony transport ship. After years of concealing his true parentage and working his way through the ranks of the army, Thorin will do anything to make his mission a success. What he didnt count on was to find the female assigned to clean his quarters unconscious on the floor. The reason why throws his life into disarray.Yet as Thorin tries to help Vala recover, the ship encounters trouble. Will they ever reach Jasvar alive? And if so, will Thorin and Vala find a way to be together despite the mountain of obstacles standing in their way?Approximately 75,000 words with a happy ending. / 18+ for sexual situations.Action, adventure, and romance...in space. If you're looking for more science fiction in your romance, complete with adventures far away from Earth, then look no further than the Kelderan Runic Warriors series. Book One, The Conquest, is available now."
https://www.amazon.com/Grace-Under-Fire-Book-Locker/dp/1978345550/ref=sr_1_56/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-56,Grace Under Fire: Book Two In The Locker Nine Series (Volume 2),Franklin Horton (Author),"Oct 24, 2017",$0.00-$17.95,"Paperback, Kindle Edition, Audible Audiobook",4.9 out of 5 stars,162,"Grace was fast. Grace was tough. Grace could fight with a knife or a gun. She had gear and a plan. If she had to, she was willing to kill to get home to her family. Tom was a physically-challenged veteran using a tracked wheelchair outfitted with gun mounts. Together, he and Grace must brave their way across a hostile, dystopian landscape to reach her familys home. In the highly-anticipated sequel to Locker Nine, Franklin Horton takes us on a breakneck post-apocalyptic thrill ride where its never safe to let your guard down."
https://www.amazon.com/Earth-Undefeated-Forgotten-4/dp/1724840185/ref=sr_1_57/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-57,Earth Undefeated (Forgotten Earth) (Volume 4),M.R. Forbes (Author),"Aug 17, 2018",$0.00-$14.99,"Paperback, Kindle Edition",4.9 out of 5 stars,159,"3 enemies 2 cities 1 sheriff BOOM! For Sheriff Duke, the danger has reached the final countdown. Captured, tortured, beaten but undefeated, its sixty seconds to midnight and the only way to save his wife and daughter is through the fugitive he left home to hunt. The real enemy isnt what they seem and the history of the forgotten Earth is about to be rewritten But will any of it matter if theres no one left to read it? Dont miss the thrilling conclusion to the series readers have called superb, exciting, fantastic, and seriously good!!!!"
https://www.amazon.com/Apocalypse-War-Undead-World-Novel/dp/0990522288/ref=sr_1_58/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-58,The Apocalypse War: The Undead World Novel 7 (Volume 7),Peter Meredith (Author),"Jan 17, 2016",$0.00-$21.95,"Paperback, Kindle Edition, Audible Audiobook",4.9 out of 5 stars,155,"Just when you thought it was safe... The people of the Estes Valley have found their peace destroyed as they are attacked by the single greatest army left in the world. Not only do they have to contend with an army of men equipped with the latest hi-tech military gear, but they also have to battle a horde of undead half a million strong. But, perhaps worse than all of this, they have to deal with a seven-year-old girl--Jillybean. Cruelly coerced into helping her enemies, Jillybean bends her mind to the destruction of the valley, the death of kings and the loss of her own soul, and when Jillybean puts her mind to something there's no saving it, ever. Against this overwhelming force is pitted the iron in Grey's muscles, the quickness of Sadie's feet, the determination in Deanna's steel blue eyes and...and small and weak Neil Martin whose greatest gift is seeing the good in people and ruthlessly killing them if he has to. The Apocalypse War is upon them and survival is all that matters.What the readers say about The Apocalypse:""What can I say about this book? Like the other 6 I have read....it's amazing. The book is damn good....read it!""""This is one of the best series of I have EVER read!! I absolutely LOVED the writing! The characters were so complex and I really felt I was right with them throughout their trials and tribulations. I would and have recommended this series to others and they love it as well."""
https://www.amazon.com/Undead-Day-Twenty-One-ebook/dp/B06WVLJPTW/ref=sr_1_59/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-59,The Undead Day Twenty One,RR Haywood (Author),"Feb 20, 2017",$0.00-$4.99,Kindle Edition,5 out of 5 stars,50,"THE UK'S BEST-SELLING HORROR SERIES The Undead Day Twenty OneBy Washington Post best-selling author RR Haywood, author of the smash-hit time travel series - ExtractedA deadly infection spreads across Europe.The Undead Series: A terrifying account of one man desperately struggling to survive this harrowing event""A whip-cracking, adrenaline-fuelled doozy of a book!""""The best series ever!""""A cracking read...""""You'll cheer, laugh and cry...""""A gem of a series.""""Gripping.""""The best zombie series by far.""find out more about the author at rrhaywood.com*The Undead is entirely self-published."
https://www.amazon.com/Lycan-Fallout-Immortalitys-Mark-Tufo/dp/1539089339/ref=sr_1_60/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-60,Lycan Fallout 4: Immortality's Touchstone (Volume 4),Mark Tufo (Author),"Sep 25, 2016",$4.99-$21.95,"Paperback, Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,153,"Can Mike battle back from the final outcome? Now that the world needs him the most. New and old threats emerge to claim a war-ravaged world on the verge of collapse. Lana, Bailey and Azile the Red Witch have assembled all that remains of man in one final battle that could determine the fate of mankind forever. And it just might not be enough."
